"period","respondent","respondent-name","fueltype","type-name","value","value-units","type"
"2025-10-13T20","US48","United States Lower 48",NA,"Demand","505612","megawatthours","D"
"2025-10-13T19","US48","United States Lower 48",NA,"Demand","496861","megawatthours","D"
"2025-10-13T18","US48","United States Lower 48",NA,"Demand","487572","megawatthours","D"
"2025-10-13T17","US48","United States Lower 48",NA,"Demand","477136","megawatthours","D"
"2025-10-13T16","US48","United States Lower 48",NA,"Demand","464813","megawatthours","D"
"2025-10-13T15","US48","United States Lower 48",NA,"Demand","452428","megawatthours","D"
"2025-10-13T14","US48","United States Lower 48",NA,"Demand","438702","megawatthours","D"
"2025-10-13T13","US48","United States Lower 48",NA,"Demand","425471","megawatthours","D"
"2025-10-13T12","US48","United States Lower 48",NA,"Demand","410211","megawatthours","D"
"2025-10-13T11","US48","United States Lower 48",NA,"Demand","390806","megawatthours","D"
"2025-10-13T10","US48","United States Lower 48",NA,"Demand","373725","megawatthours","D"
"2025-10-13T09","US48","United States Lower 48",NA,"Demand","367438","megawatthours","D"
"2025-10-13T08","US48","United States Lower 48",NA,"Demand","368217","megawatthours","D"
"2025-10-13T07","US48","United States Lower 48",NA,"Demand","375652","megawatthours","D"
"2025-10-13T06","US48","United States Lower 48",NA,"Demand","387867","megawatthours","D"
"2025-10-13T05","US48","United States Lower 48",NA,"Demand","406871","megawatthours","D"
"2025-10-13T04","US48","United States Lower 48",NA,"Demand","425608","megawatthours","D"
"2025-10-13T03","US48","United States Lower 48",NA,"Demand","444055","megawatthours","D"
"2025-10-13T02","US48","United States Lower 48",NA,"Demand","457872","megawatthours","D"
"2025-10-13T01","US48","United States Lower 48",NA,"Demand","470061","megawatthours","D"
"2025-10-13T00","US48","United States Lower 48",NA,"Demand","476519","megawatthours","D"
"2025-10-12T23","US48","United States Lower 48",NA,"Demand","479783","megawatthours","D"
"2025-10-12T22","US48","United States Lower 48",NA,"Demand","479367","megawatthours","D"
"2025-10-12T21","US48","United States Lower 48",NA,"Demand","472124","megawatthours","D"
"2025-10-12T20","US48","United States Lower 48",NA,"Demand","464004","megawatthours","D"
"2025-10-12T19","US48","United States Lower 48",NA,"Demand","455421","megawatthours","D"
"2025-10-12T18","US48","United States Lower 48",NA,"Demand","445052","megawatthours","D"
"2025-10-12T17","US48","United States Lower 48",NA,"Demand","432362","megawatthours","D"
"2025-10-12T16","US48","United States Lower 48",NA,"Demand","419062","megawatthours","D"
"2025-10-12T15","US48","United States Lower 48",NA,"Demand","408212","megawatthours","D"
"2025-10-12T14","US48","United States Lower 48",NA,"Demand","396538","megawatthours","D"
"2025-10-12T13","US48","United States Lower 48",NA,"Demand","384644","megawatthours","D"
"2025-10-12T12","US48","United States Lower 48",NA,"Demand","375247","megawatthours","D"
"2025-10-12T11","US48","United States Lower 48",NA,"Demand","368859","megawatthours","D"
"2025-10-12T10","US48","United States Lower 48",NA,"Demand","365485","megawatthours","D"
"2025-10-12T09","US48","United States Lower 48",NA,"Demand","367049","megawatthours","D"
"2025-10-12T08","US48","United States Lower 48",NA,"Demand","372259","megawatthours","D"
"2025-10-12T07","US48","United States Lower 48",NA,"Demand","381193","megawatthours","D"
"2025-10-12T06","US48","United States Lower 48",NA,"Demand","392528","megawatthours","D"
"2025-10-12T05","US48","United States Lower 48",NA,"Demand","401842","megawatthours","D"
"2025-10-12T04","US48","United States Lower 48",NA,"Demand","419789","megawatthours","D"
"2025-10-12T03","US48","United States Lower 48",NA,"Demand","436481","megawatthours","D"
"2025-10-12T02","US48","United States Lower 48",NA,"Demand","451265","megawatthours","D"
"2025-10-12T01","US48","United States Lower 48",NA,"Demand","462864","megawatthours","D"
"2025-10-12T00","US48","United States Lower 48",NA,"Demand","472658","megawatthours","D"
"2025-10-11T23","US48","United States Lower 48",NA,"Demand","476008","megawatthours","D"
"2025-10-11T22","US48","United States Lower 48",NA,"Demand","473853","megawatthours","D"
"2025-10-11T21","US48","United States Lower 48",NA,"Demand","466015","megawatthours","D"
"2025-10-11T20","US48","United States Lower 48",NA,"Demand","456813","megawatthours","D"
"2025-10-11T19","US48","United States Lower 48",NA,"Demand","447759","megawatthours","D"
"2025-10-11T18","US48","United States Lower 48",NA,"Demand","439061","megawatthours","D"
"2025-10-11T17","US48","United States Lower 48",NA,"Demand","427863","megawatthours","D"
"2025-10-11T16","US48","United States Lower 48",NA,"Demand","417654","megawatthours","D"
"2025-10-11T15","US48","United States Lower 48",NA,"Demand","406979","megawatthours","D"
"2025-10-11T14","US48","United States Lower 48",NA,"Demand","397009","megawatthours","D"
"2025-10-11T13","US48","United States Lower 48",NA,"Demand","388249","megawatthours","D"
"2025-10-11T12","US48","United States Lower 48",NA,"Demand","379406","megawatthours","D"
"2025-10-11T11","US48","United States Lower 48",NA,"Demand","371266","megawatthours","D"
"2025-10-11T10","US48","United States Lower 48",NA,"Demand","368102","megawatthours","D"
"2025-10-11T09","US48","United States Lower 48",NA,"Demand","369721","megawatthours","D"
"2025-10-11T08","US48","United States Lower 48",NA,"Demand","373613","megawatthours","D"
"2025-10-11T07","US48","United States Lower 48",NA,"Demand","382946","megawatthours","D"
"2025-10-11T06","US48","United States Lower 48",NA,"Demand","395618","megawatthours","D"
"2025-10-11T05","US48","United States Lower 48",NA,"Demand","419521","megawatthours","D"
"2025-10-11T04","US48","United States Lower 48",NA,"Demand","436551","megawatthours","D"
"2025-10-11T03","US48","United States Lower 48",NA,"Demand","454388","megawatthours","D"
"2025-10-11T02","US48","United States Lower 48",NA,"Demand","469593","megawatthours","D"
"2025-10-11T01","US48","United States Lower 48",NA,"Demand","480947","megawatthours","D"
"2025-10-11T00","US48","United States Lower 48",NA,"Demand","491286","megawatthours","D"
"2025-10-10T23","US48","United States Lower 48",NA,"Demand","494588","megawatthours","D"
"2025-10-10T22","US48","United States Lower 48",NA,"Demand","494205","megawatthours","D"
"2025-10-10T21","US48","United States Lower 48",NA,"Demand","488467","megawatthours","D"
"2025-10-10T20","US48","United States Lower 48",NA,"Demand","481081","megawatthours","D"
"2025-10-10T19","US48","United States Lower 48",NA,"Demand","473043","megawatthours","D"
"2025-10-10T18","US48","United States Lower 48",NA,"Demand","465599","megawatthours","D"
"2025-10-10T17","US48","United States Lower 48",NA,"Demand","457167","megawatthours","D"
"2025-10-10T16","US48","United States Lower 48",NA,"Demand","451367","megawatthours","D"
"2025-10-10T15","US48","United States Lower 48",NA,"Demand","445141","megawatthours","D"
"2025-10-10T14","US48","United States Lower 48",NA,"Demand","437836","megawatthours","D"
"2025-10-10T13","US48","United States Lower 48",NA,"Demand","433479","megawatthours","D"
"2025-10-10T12","US48","United States Lower 48",NA,"Demand","426110","megawatthours","D"
"2025-10-10T11","US48","United States Lower 48",NA,"Demand","409091","megawatthours","D"
"2025-10-10T10","US48","United States Lower 48",NA,"Demand","393218","megawatthours","D"
"2025-10-10T09","US48","United States Lower 48",NA,"Demand","388324","megawatthours","D"
"2025-10-10T08","US48","United States Lower 48",NA,"Demand","391094","megawatthours","D"
"2025-10-10T07","US48","United States Lower 48",NA,"Demand","399983","megawatthours","D"
"2025-10-10T06","US48","United States Lower 48",NA,"Demand","412525","megawatthours","D"
"2025-10-10T05","US48","United States Lower 48",NA,"Demand","428430","megawatthours","D"
"2025-10-10T04","US48","United States Lower 48",NA,"Demand","448684","megawatthours","D"
"2025-10-10T03","US48","United States Lower 48",NA,"Demand","469617","megawatthours","D"
"2025-10-10T02","US48","United States Lower 48",NA,"Demand","488348","megawatthours","D"
"2025-10-10T01","US48","United States Lower 48",NA,"Demand","501210","megawatthours","D"
"2025-10-10T00","US48","United States Lower 48",NA,"Demand","508238","megawatthours","D"
"2025-10-09T23","US48","United States Lower 48",NA,"Demand","509804","megawatthours","D"
"2025-10-09T22","US48","United States Lower 48",NA,"Demand","508767","megawatthours","D"
"2025-10-09T21","US48","United States Lower 48",NA,"Demand","502103","megawatthours","D"
"2025-10-09T20","US48","United States Lower 48",NA,"Demand","495381","megawatthours","D"
"2025-10-09T19","US48","United States Lower 48",NA,"Demand","489526","megawatthours","D"
"2025-10-09T18","US48","United States Lower 48",NA,"Demand","482333","megawatthours","D"
"2025-10-09T17","US48","United States Lower 48",NA,"Demand","470817","megawatthours","D"
"2025-10-09T16","US48","United States Lower 48",NA,"Demand","461316","megawatthours","D"
"2025-10-09T15","US48","United States Lower 48",NA,"Demand","454046","megawatthours","D"
"2025-10-09T14","US48","United States Lower 48",NA,"Demand","445531","megawatthours","D"
"2025-10-09T13","US48","United States Lower 48",NA,"Demand","440765","megawatthours","D"
"2025-10-09T12","US48","United States Lower 48",NA,"Demand","433984","megawatthours","D"
"2025-10-09T11","US48","United States Lower 48",NA,"Demand","417400","megawatthours","D"
"2025-10-09T10","US48","United States Lower 48",NA,"Demand","400027","megawatthours","D"
"2025-10-09T09","US48","United States Lower 48",NA,"Demand","393538","megawatthours","D"
"2025-10-09T08","US48","United States Lower 48",NA,"Demand","396231","megawatthours","D"
"2025-10-09T07","US48","United States Lower 48",NA,"Demand","405981","megawatthours","D"
"2025-10-09T06","US48","United States Lower 48",NA,"Demand","418940","megawatthours","D"
"2025-10-09T05","US48","United States Lower 48",NA,"Demand","437335","megawatthours","D"
"2025-10-09T04","US48","United States Lower 48",NA,"Demand","459924","megawatthours","D"
"2025-10-09T03","US48","United States Lower 48",NA,"Demand","483032","megawatthours","D"
"2025-10-09T02","US48","United States Lower 48",NA,"Demand","504635","megawatthours","D"
"2025-10-09T01","US48","United States Lower 48",NA,"Demand","520505","megawatthours","D"
"2025-10-09T00","US48","United States Lower 48",NA,"Demand","529259","megawatthours","D"
"2025-10-08T23","US48","United States Lower 48",NA,"Demand","534420","megawatthours","D"
"2025-10-08T22","US48","United States Lower 48",NA,"Demand","537032","megawatthours","D"
"2025-10-08T21","US48","United States Lower 48",NA,"Demand","533171","megawatthours","D"
"2025-10-08T20","US48","United States Lower 48",NA,"Demand","527121","megawatthours","D"
"2025-10-08T19","US48","United States Lower 48",NA,"Demand","519937","megawatthours","D"
"2025-10-08T18","US48","United States Lower 48",NA,"Demand","511314","megawatthours","D"
"2025-10-08T17","US48","United States Lower 48",NA,"Demand","498917","megawatthours","D"
"2025-10-08T16","US48","United States Lower 48",NA,"Demand","488095","megawatthours","D"
"2025-10-08T15","US48","United States Lower 48",NA,"Demand","477484","megawatthours","D"
"2025-10-08T14","US48","United States Lower 48",NA,"Demand","465041","megawatthours","D"
"2025-10-08T13","US48","United States Lower 48",NA,"Demand","455109","megawatthours","D"
"2025-10-08T12","US48","United States Lower 48",NA,"Demand","444351","megawatthours","D"
"2025-10-08T11","US48","United States Lower 48",NA,"Demand","426439","megawatthours","D"
"2025-10-08T10","US48","United States Lower 48",NA,"Demand","409421","megawatthours","D"
"2025-10-08T09","US48","United States Lower 48",NA,"Demand","404231","megawatthours","D"
"2025-10-08T08","US48","United States Lower 48",NA,"Demand","407365","megawatthours","D"
"2025-10-08T07","US48","United States Lower 48",NA,"Demand","417343","megawatthours","D"
"2025-10-08T06","US48","United States Lower 48",NA,"Demand","432314","megawatthours","D"
"2025-10-08T05","US48","United States Lower 48",NA,"Demand","450920","megawatthours","D"
"2025-10-08T04","US48","United States Lower 48",NA,"Demand","474501","megawatthours","D"
"2025-10-08T03","US48","United States Lower 48",NA,"Demand","499624","megawatthours","D"
"2025-10-08T02","US48","United States Lower 48",NA,"Demand","521858","megawatthours","D"
"2025-10-08T01","US48","United States Lower 48",NA,"Demand","538187","megawatthours","D"
"2025-10-08T00","US48","United States Lower 48",NA,"Demand","544982","megawatthours","D"
"2025-10-07T23","US48","United States Lower 48",NA,"Demand","548614","megawatthours","D"
"2025-10-07T22","US48","United States Lower 48",NA,"Demand","548592","megawatthours","D"
"2025-10-07T21","US48","United States Lower 48",NA,"Demand","545651","megawatthours","D"
"2025-10-07T20","US48","United States Lower 48",NA,"Demand","540681","megawatthours","D"
"2025-10-07T19","US48","United States Lower 48",NA,"Demand","533378","megawatthours","D"
"2025-10-07T18","US48","United States Lower 48",NA,"Demand","523514","megawatthours","D"
"2025-10-07T17","US48","United States Lower 48",NA,"Demand","508972","megawatthours","D"
"2025-10-07T16","US48","United States Lower 48",NA,"Demand","493434","megawatthours","D"
"2025-10-07T15","US48","United States Lower 48",NA,"Demand","479588","megawatthours","D"
"2025-10-07T14","US48","United States Lower 48",NA,"Demand","466007","megawatthours","D"
"2025-10-07T13","US48","United States Lower 48",NA,"Demand","454086","megawatthours","D"
"2025-10-07T12","US48","United States Lower 48",NA,"Demand","443176","megawatthours","D"
"2025-10-07T11","US48","United States Lower 48",NA,"Demand","424116","megawatthours","D"
"2025-10-07T10","US48","United States Lower 48",NA,"Demand","406406","megawatthours","D"
"2025-10-07T09","US48","United States Lower 48",NA,"Demand","399880","megawatthours","D"
"2025-10-07T08","US48","United States Lower 48",NA,"Demand","403035","megawatthours","D"
"2025-10-07T07","US48","United States Lower 48",NA,"Demand","413415","megawatthours","D"
"2025-10-07T06","US48","United States Lower 48",NA,"Demand","429828","megawatthours","D"
"2025-10-07T05","US48","United States Lower 48",NA,"Demand","450896","megawatthours","D"
"2025-10-07T04","US48","United States Lower 48",NA,"Demand","476266","megawatthours","D"
"2025-10-07T03","US48","United States Lower 48",NA,"Demand","504266","megawatthours","D"
"2025-10-07T02","US48","United States Lower 48",NA,"Demand","528744","megawatthours","D"
"2025-10-07T01","US48","United States Lower 48",NA,"Demand","547342","megawatthours","D"
"2025-10-07T00","US48","United States Lower 48",NA,"Demand","557839","megawatthours","D"
"2025-10-06T23","US48","United States Lower 48",NA,"Demand","563831","megawatthours","D"
