"period","state","stateDescription","combined-heat-and-pwr-comm","combined-heat-and-pwr-elect","combined-heat-and-pwr-indust","direct-use","elect-pwr-sector-gen-subtotal","electric-utilities","energy-only-providers","estimated-losses","facility-direct","full-service-providers","independent-power-producers","indust-and-comm-gen-subtotal","net-interstate-trade","net-trade-index","total-disposition","total-elect-indust","total-international-exports","total-international-imports","total-net-generation","total-supply","unaccounted","combined-heat-and-pwr-comm-units","combined-heat-and-pwr-elect-units","combined-heat-and-pwr-indust-units","direct-use-units","elect-pwr-sector-gen-subtotal-units","electric-utilities-units","energy-only-providers-units","estimated-losses-units","facility-direct-units","full-service-providers-units","independent-power-producers-units","indust-and-comm-gen-subtotal-units","net-interstate-trade-units","net-trade-index-units","total-disposition-units","total-elect-indust-units","total-international-exports-units","total-international-imports-units","total-net-generation-units","total-supply-units","unaccounted-units"
"2008","IL","Illinois","523360","552207","2508433","3349834","196443385","3811235","64479615","9212360","516086","79624213","192079944","3031792","40446801","1.25","199527980","144619914","10435","52802","199475178","199527980","1888636","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","IN","Indiana","217610","5300552","3264806","7896332","126027878","115887993","0","6814723","203817","106776887","4839333","3482416","6338892","1.05","129533013","106980704","105268","22719","129510294","129533013","1397094","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","KS","Kansas","0","0","52","275","46630269","45275773","0","2545794","134108","39830953","1354496","52","3597275","1.08","46630321","39965061","0","0","46630321","46630321","521916","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","KY","Kentucky","0","0","535176","365975","97328164","86012151","0","5951436","53049","93375365","11316013","535176","-3102595",".97","97863340","93428414","0","0","97863340","97863340","1220110","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","LA","Louisiana","46308","4317306","26157391","19663178","66249443","43164448","0","5014871",NA,"78725774","18767689","26203699","-11978785",".89","92453141","78725774","0","0","92453141","92453141","1028104","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","MA","Massachusetts","489445","1443612","219260","953240","41796774","507254","23890979","3559845","313420","31679706","39845907","708705","-14772984",".76","46682503","55884105","328490","4177025","42505478","46682503","729808","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","MD","Maryland","40212","3086107","480557","1204206","46840184","5856","26559916","4033883","0","36765861","43748221","520769","-22029904",".68","47360953","63325777","0","0","47360953","47360953","826991","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","ME","Maine","177026","574517","5400480","3635765","11517413","1080","11519627","743619","0","154046","10941817","5577506","2008468","1.12","18838120","11673673","624146","1743201","17094919","18838120","152450","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","MI","Michigan","535131","7349933","1647284","2144060","112807391","94503953","2999260","6738319","461436","102320575","10953505","2182415","1249307","1.01","121294978","105781271","4000591","6305172","114989806","121294978","1381430","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","MN","Minnesota","98214","783566","1650776","1024850","53014370","46758314","0","4382220","639293","68154845","5472490","1748990","-12568565",".83","63541079","68794138","1010032","8777719","54763360","63541079","898404","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","MO","Missouri","151060","126817","149688","310758","90728047","89178555","0","5375154","106526","84275150","1422675","300748","52812","1","91237766","84381676","15400","208971","91028795","91237766","1101966","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","MS","Mississippi","11918","0","1744934","1876320","46448859","33796221","0","3039866","0","47721235","12652637","1756852","-5054916",".91","48205711","47721235","0","0","48205711","48205711","623206","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","MT","Montana","0","404942","128382","237895","29508755","6902037","2834421","976299","0","12491979","22201776","128382","12648765","1.73","29878534","15326400","489023","241397","29637137","29878534","200152","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","NC","North Carolina","89804","2929299","2044048","2879503","123105211","118778090","0","8285476","0","130069257","1397821","2133852","-17693787",".88","125239063","130069257","0","0","125239063","125239063","1698614","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","ND","North Dakota","286","0","194932","207865","32539361","30852784","0","790910","0","12416074","1686577","195218","19965252","2.41","34148242","12416074","605996","1413663","32734579","34148242","162145","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","NE","Nebraska","12924","4873","49","17848","32360549","32355676","0","1835913",NA,"28821021","0","12973","1322466","1.04","32373779","28821021","149","257","32373522","32373779","376383","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","NH","New Hampshire","17841","0","39972","51157","22819179","4348148","871285","699259","5504","10100500","18471030","57813","11870290","1.99","23815780","10977289","74429","938788","22876992","23815780","143356","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
"2008","NJ","New Jersey","87597","10739832","761694","1312019","62825499","-206308","16949938","5129134","1429965","62139640","52291974","849291","-24337437",".72","63674789","80519543","0","0","63674789","63674789","1051529","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","ratio","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours","megawatthours"
